product_desc,revenue,qty,mass_kg,transactions,cum_revenue,cum_pct,rank,abc_class
Retail Whip 500ml,9466.37,179.0,89.5,147,95923072.14000009,97.59925762098243,643,C
Spath's Salami Sticks Cocktail Loose P/kg,9364.46,170.0,29.04,152,95932436.60000008,97.60878571806721,644,C
Spice Chilli Bite Seasoning Crown National 200g,9351.72,431.0,431.0,359,95941788.32000008,97.61830085252983,645,C
Clover Mageu Banana Custard 1Lt,9333.949999999999,358.0,358.0,301,95951122.27000009,97.6277979064747,646,C
Liver Spread 20 x 100g,9288.960000000001,81.0,162.0,57,95960411.23000008,97.63724918425224,647,C
RTE Kota 1,9261.36,255.0,21.599999999999998,109,95969672.59000008,97.64667237974,648,C
Mini Ham 12 x 500g,9259.55,19.0,114.0,16,95978932.14000008,97.65609373359932,649,C
Mountain Dew 500ml,9251.6,871.0,435.5,607,95988183.74000007,97.6655069985382,650,C
Combo Deal 14,9216.5,106.0,0.0,35,95997400.24000007,97.67488455013029,651,C
Ham & Tongue Loaf 4 x 2.5kg,9120.55,13.0,130.0,8,96006520.79000007,97.68416447506634,652,C
Sauce-a-licious Mexican Chilli 500ml,9103.970000000001,283.0,141.5,250,96015624.76000006,97.69342753027902,653,C
Cheesy Wiggles Mini Cheese Viennas 400 g,9069.15,244.0,97.2,167,96024693.91000007,97.7026551570377,654,C
KALAHARI SALT & PEPPER GRINDER COMBO 2 Pack,9064.26,130.0,24.53,122,96033758.17000008,97.71187780834721,655,C
Fanta Pineapple 440ml,9034.11,755.0,332.2,386,96042792.28000008,97.72106978280753,656,C
7 Up 500ml Sugar Free,9023.81,854.0,427.0,603,96051816.09000008,97.73025127728289,657,C
Sauces Tomato H-SQ 500ml,9014.539999999999,364.0,182.0,320,96060830.63000008,97.73942333977179,658,C
Clover IWS Cheese Gouda 400gr,9007.31,148.0,59.2,86,96069837.94000009,97.74858804592172,659,C
BC - 7 Up 2Lt Sugar Free,9005.31,585.0,1170.0,408,96078843.25000009,97.75775071712313,660,C
Eskort Cheese & Jalapeno Wors Pinwheel P/Kg,8956.48,268.0,89.12,139,96087799.7300001,97.76686370505601,661,C
RTE: Roast Plate,8867.6,172.0,0.25,31,96096667.33000009,97.77588625987595,662,C
Eskort Deli Smoked Pulled Pork 1kg,8854.3,68.0,68.0,49,96105521.63000008,97.7848952822881,663,C
Krush Juice 100% Red Grape 500ml,8816.57,396.0,198.0,296,96114338.20000008,97.79386591539614,664,C
Eskort Deli Crumbed Pork Nuggets 1Kg,8776.93,92.0,92.0,85,96123115.13000008,97.8027962158242,665,C
Eskort Beef Burger Patties (12x10x50g) 6kg,8756.33,15.0,90.0,3,96131871.46000008,97.81170555628232,666,C
Peppadew - Jalapeno Atchar 400g,8733.0,205.0,82.0,146,96140604.46000008,97.82059115906576,667,C
Chakalaka Braaiwors 720g,8719.92,291.0,169.92,205,96149324.38000008,97.82946345328578,668,C
Switch Ginger Pine Limited Edition 500ml,8573.29,761.0,380.5,530,96157897.67000009,97.83818655525388,669,C
Bosveld - Firelighters,8567.56,403.0,80.60000000000001,306,96166465.2300001,97.84690382709441,670,C
Krambals - Tomato&Mozzarella 70g,8553.54,311.0,21.77,209,96175018.7700001,97.85560683394571,671,C
Sliced Cooked Ham MAP 125g,8519.31,411.0,52.120000000000005,240,96183538.0800001,97.86427501265281,672,C
Eskort Deli Crumbed Pork Frikkadels 1Kg,8502.99,89.0,89.0,66,96192041.0700001,97.87292658617984,673,C
Kenny's Pork Crackling BBQ per kg,8474.31,236.0,30.47,207,96200515.3800001,97.88154897854487,674,C
Pork Rib Eye Steak VSP p/kg,8471.210000000001,175.0,73.1,105,96208986.5900001,97.89016821673965,675,C
Catercorp 1000 Island Dressing 500 ml,8433.18,194.0,97.0,179,96217419.7700001,97.89874876038806,676,C
Skilpadjies p/kg,8369.14,232.0,140.69,134,96225788.9100001,97.90726414498431,677,C
Crown National - TURMERIC GROUND 150G,8319.439999999999,321.0,48.15,282,96234108.3500001,97.91572896110942,678,C
Sliced Pork Pastrami MAP125g,8307.49,401.0,50.95,233,96242415.8400001,97.92418161841705,679,C
RTE: Kota 2,8279.0,192.0,0.4,119,96250694.8400001,97.93260528788277,680,C
Gold Medal Pork Sausages 500g,8264.52,184.0,91.0,79,96258959.36000009,97.9410142243211,681,C
Krambals - Green Olive & Sea Salt 70g,8226.79,293.0,20.51,199,96267186.1500001,97.94938477145527,682,C
Fanta Grape 2L,8212.11,345.0,690.0,264,96275398.2600001,97.9577403820672,683,C
Standard Bread,8198.37,923.0,397.5,301,96283596.6300001,97.9660820125827,684,C
Krush Juice 100% Berries 500ml,8184.71,364.0,182.0,272,96291781.3400001,97.97440974439967,685,C
EDFP - Sausages 375g,8168.89,91.0,0.0,62,96299950.2300001,97.98272137977374,686,C
Premium - Pork Fillet Creamy Black Pepper p/kg,8159.63,94.0,78.74,72,96308109.86000009,97.99102359333607,687,C
Spiced Shoulder Roast on the Bone P/Kg,8143.44,41.0,76.21,34,96316253.30000009,97.99930933399,688,C
Catercorp Burger & Chip Sauce 500 ml,8137.62,186.0,93.0,169,96324390.92000009,98.00758915294371,689,C
Pork Fillet p/kg,8123.79,115.0,84.07,71,96332514.7100001,98.01585490022828,690,C
French Polony 10 x 750g,8092.95,32.0,240.0,29,96340607.6600001,98.02408926860643,691,C
Eskort Creamy Black Pepper Pork Fillets p/kg,8066.99,90.0,78.28,76,96348674.6500001,98.03229722335256,692,C
Takis - Chop Stix Traditional 7g,8005.96,1258.0,9.0,503,96356680.61000009,98.04044308164411,693,C
Eskort Econo Russians 4 x 3kg,7971.64,16.0,192.0,2,96364652.25000009,98.04855402021879,694,C
CREAMLINE DAIRY BLEND 6 x 1L,7859.97,135.0,810.0,67,96372512.22000009,98.05655133744195,695,C
Reboost Booster 300ml,7852.17,1809.0,542.7,256,96380364.39000009,98.0645407183658,696,C
Crumbed Chicken Schnitzel 1Kg (FLAND),7847.0,95.0,95.0,49,96388211.39000009,98.0725248389477,697,C
Clover Aquartz Mineral Water Sparkling 500ml,7819.37,692.0,346.0,536,96396030.7600001,98.08048084671557,698,C
Mini Ham 6 x 1kg,7774.58,16.0,96.0,11,96403805.3400001,98.08839128181098,699,C
Eskort Deli Pork Sausage 6 x 1kg,7748.12,16.0,96.0,2,96411553.4600001,98.09627479453725,700,C
Eskort Cheese Russian 12 x 500g,7743.36,17.0,102.0,10,96419296.8200001,98.104153464086,701,C
Krush Juice 100% Orange 1lt,7714.1,384.0,384.0,238,96427010.92000009,98.11200236233766,702,C
Appletizer 275ml,7673.01,401.0,111.36000000000001,275,96434683.9300001,98.11980945257164,703,C
RISI MARIE 150 GR,7644.67,880.0,132.0,320,96442328.6000001,98.12758770758488,704,C
Sauce-a-licious Garlic & Herb 500ml,7642.92,175.0,87.5,163,96449971.5200001,98.13536418201815,705,C
Casual Day NCPD Sticker,7622.64,363.0,0.01,113,96457594.1600001,98.14312002207325,706,C
Krush Juice 100% Apple 1Lt,7602.05,374.0,374.0,241,96465196.2100001,98.15085491233317,707,C
Sliced Ham 180g Combo Deal,7564.07,138.0,0.0,50,96472760.28000009,98.15855115892037,708,C
Kenny's Pork Crackling Kaiings BBQ 90g,7555.04,248.0,248.0,214,96480315.3200001,98.16623821771498,709,C
Mirinda 500ml Orange,7520.62,706.0,353.0,509,96487835.9400001,98.17389025504525,710,C
Cold Meat Ham Selection P/Kg,7507.34,502.0,402.79,104,96495343.2800001,98.18152878031724,711,C
Deboned Lemon & Herb Thighs 1Kg,7477.65,86.0,86.0,58,96502820.93000011,98.18913709677821,712,C
Pickled Eisbein P/Kg UP,7450.43,108.0,137.56,55,96510271.36000012,98.1967177175896,713,C
Combo Deal 17,7390.59,85.0,0.0,24,96517661.95000012,98.20423745274081,714,C
Sauces Hamburger MN Distributors 500ml,7321.17,294.0,147.0,266,96524983.12000012,98.2116865548283,715,C
Bacon Biltong Tubs Promo,7290.58,93.0,0.0,51,96532273.70000012,98.21910453237793,716,C
RTE: Braai Small Chips - R15,7233.11,552.0,4.45,122,96539506.81000012,98.22646403568139,717,C
Clover Butter Butro 500g,7224.98,88.0,88.0,82,96546731.79000013,98.23381526691904,718,C
Spice Greek Sprinkle Crown National 200g,7211.32,228.0,45.6,203,96553943.11000012,98.24115259945816,719,C
Kenny's Pork Crackling Kaiings Sweet Chilli 90g,7189.88,236.0,236.0,201,96561132.99000011,98.24846811734899,720,C
Krush Juice 100% 6 Fruits & Fibre 500ml,7179.73,328.0,328.0,262,96568312.72000012,98.25577330787601,721,C
BC - Refreshhh 2Lt Cola,7156.51,546.0,1092.0,439,96575469.23000012,98.26305487265053,722,C
BC - Pepsi Max 600ml,7151.78,554.0,332.4,358,96582621.01000012,98.27033162477174,723,C
RB - Oorspronklike Peri 550ml,7132.49,91.0,50.050000000000004,84,96589753.50000012,98.27758874981433,724,C
Jimmys Peri Peri  375ml,7085.61,163.0,61.84,151,96596839.11000012,98.28479817566323,725,C
Sliced Knuckles 5Kg,7075.7699999999995,31.0,155.0,30,96603914.88000011,98.29199758956531,726,C
Krush Juice 100% Apple 500ml,7070.25,323.0,161.5,249,96610985.13000011,98.29919138700946,727,C
Clover Amasi Medium Cream 2 kg,7066.17,183.0,366.0,155,96618051.30000012,98.30638103315859,728,C
Eskort Deli Crumbed Potato & Bacon Balls 1Kg,7057.19,74.0,74.0,57,96625108.49000011,98.31356154238878,729,C
Schweet & Spicy NGOB 750ml,6929.15,151.0,113.25,122,96632037.64000012,98.32061177421369,730,C
Maynards Mini Wine Gums 75g,6928.0,419.0,32.76,325,96638965.64000012,98.32766083594319,731,C
Fanta Pineapple 2L,6923.28,300.0,600.0,212,96645888.92000012,98.33470509519415,732,C
Sprite 1.5L,6877.2699999999995,332.0,498.0,275,96652766.19000012,98.34170254045402,733,C
Wim Whams Crumbed Pork Frikkadels 400 g,6863.78,173.0,69.2,135,96659629.97000012,98.34868625998602,734,C
Eskort Mini Cheese Griller 12 x 400g,6828.51,13.0,62.4,12,96666458.48000012,98.35563409320059,735,C
Sauce-a-licious Peri Peri 500ml,6806.1,211.0,105.5,193,96673264.58000012,98.36255912481681,736,C
Krush Juice 100% Orange 500ml,6774.78,302.0,151.0,257,96680039.36000012,98.36945228913895,737,C
Eskort French Polony 20 x 80g,6764.47,58.0,92.8,44,96686803.83000012,98.37633496330139,738,C
Tropika Tropical 2 Lt,6763.97,222.0,440.0,170,96693567.80000012,98.38321712872668,739,C
BC - Refreshhh 2Lt Apple,6719.49,528.0,1056.0,435,96700287.29000011,98.39005403689653,740,C
MCC SIGNATURE SMILES CHOICE GRADE 1.5 KG,6704.0,47.0,70.5,42,96706991.29000011,98.39687518438997,741,C
Gold Medal Pork Sausages 12 x 375g,6696.55,16.0,67.5,14,96713687.84000011,98.40368875170013,742,C
Tinkies - Vanilla Whizz 45g,6636.91,764.0,34.77,156,96720324.7500001,98.41044163684491,743,C
Retail portuguese marinade 750ml,6587.17,161.0,120.75,148,96726911.9200001,98.41714391281961,744,C
Recycle - Used Cooking Oil P/L/Kg,6546.1,92.0,508.0,29,96733458.0200001,98.42380440112612,745,C
Gold Medal Pork Sausages 6 x 750g,6536.349999999999,16.0,72.0,6,96739994.3700001,98.4304549690585,746,C
Kenny's Pork Crackling Kaiings Fruit Chutney 90g,6491.74,213.0,213.0,176,96746486.11000009,98.43706014746378,747,C
Krambals - Forest Mushrooms &Butter 70g,6441.97,226.0,15.82,151,96752928.08000009,98.44361468617475,748,C
Rib Burger 500g Combo,6434.33,86.0,0.0,47,96759362.41000009,98.45016145138231,749,C
Pork Meaty Bones 2 x 10Kg (Box),6409.34,14.0,280.0,14,96765771.75000009,98.45668278990792,750,C
Miami - Boerie Relish 450g,6398.28,289.0,130.05,175,96772170.03000009,98.46319287516812,751,C
Chief Pol 750g Combo,6364.22,122.0,0.0,36,96778534.25000009,98.46966830525473,752,C
Champion Russian 12 x 500g,6353.719999999999,17.0,102.0,3,96784887.97000009,98.47613305186154,753,C
BC - Refreshhh 2Lt Cream Soda,6325.66,491.0,982.0,403,96791213.63000008,98.48256924814038,754,C
Eskort Bacon & Chicken Soup 600g,6306.85,122.0,73.2,74,96797520.48000008,98.48898630572823,755,C
Iron Brew 2L,6259.46,283.0,566.0,239,96803779.94000007,98.49535514521051,756,C
Mageu Cream 500ml,6222.8,513.0,256.5,425,96810002.74000007,98.50168668408614,757,C
Clover Super M Chocolate 300ml,6177.650000000001,393.0,117.89999999999999,311,96816180.39000008,98.50797228399857,758,C
BC - Mirinda 330ml Orange,6168.71,838.0,276.54,609,96822349.10000007,98.51424878769103,759,C
Crown National Lemon & Herb M/Club 375ml,6165.81,177.0,67.07,154,96828514.91000007,98.52052234070811,760,C
Tropika Juice Easy Pineapple 1Lt,6112.139999999999,304.0,304.0,221,96834627.05000007,98.52674128588123,761,C
Krush Juice 100% Mango 1.5Lt,6111.96,141.0,211.5,106,96840739.01000006,98.53296004790897,762,C
RTE: Mac and Cheese,6094.26,154.0,38.83,72,96846833.27000007,98.53916080064218,763,C
2LT lemon Juice Quins,6073.04,127.0,254.0,117,96852906.31000008,98.54533996257142,764,C
Krush Mix Cranberry Crush 1l,6072.24,233.0,233.0,194,96858978.55000007,98.55151831052123,765,C
RTE: Pizza,6052.9,159.0,28.0,96,96865031.45000008,98.55767698051872,766,C
RTE: Eskort Famous Beef & Cheese Burger,6046.5,161.0,38.0,117,96871077.95000008,98.56382913868087,767,C
Krush Juice 100% 6Vitamin/6Fruits 500ml,6038.46,276.0,138.0,220,96877116.41000007,98.56997311634991,768,C
BC - Mountain Dew 330ml,6008.03,808.0,266.64,578,96883124.44000007,98.57608613227697,769,C
Krush Juice 100% Tropical Punch 500ml,5997.64,271.0,271.0,221,96889122.08000007,98.58218857664637,770,C
Crumbed Potato Pieces 1.5Kg (Offcuts),5994.59,103.0,154.5,85,96895116.67000008,98.58828791771928,771,C
Mageu Banana 500ml,5993.78,499.0,248.0,410,96901110.45000008,98.59438643463803,772,C
Eskort Bacon Griller 12 x 500g,5980.35,10.0,60.0,8,96907090.80000007,98.60047128687735,773,C
Renown Red Vienna 500g,5959.08,301.0,150.5,101,96913049.88000007,98.60653449743899,774,C
Krush Juice 100% Mango 1Lt,5942.59,303.0,303.0,208,96918992.47000007,98.61258092984994,775,C
Eskort Gold Medal Pork Sausages 375g Combo,5916.74,77.0,0.0,58,96924909.21000007,98.61860106055106,776,C
Tropika Juice Peach 2 Lt,5909.56,178.0,356.0,140,96930818.77000007,98.62461388578694,777,C
Clover Gouda Cheese Vacuum Pack 800g,5869.3,45.0,36.0,38,96936688.07000007,98.63058574750879,778,C
Chorizo Rings Packed p/kg,5863.09,122.0,23.5,66,96942551.16000007,98.63655129071543,779,C
Sweet Chilli Pork Rashers p/kg,5861.06,124.0,49.87,118,96948412.22000007,98.64251476844932,780,C
Refresh Combo Deal,5815.61,223.0,0.0,139,96954227.83000007,98.64843200197771,781,C
Garlic & Ginger Tub - 250g,5809.41,239.0,0.0,204,96960037.24000007,98.65434292716563,782,C
Spiced Ground Meat(Six Gun Grill) 500g,5803.63,214.0,106.5,96,96965840.87000006,98.66024797135229,783,C
Eskort Breakfast Sausage 12x375g,5732.52,10.0,45.0,7,96971573.39000006,98.66608066294373,784,C
Krambals - Garden Grill 70g,5725.55,210.0,14.700000000000001,155,96977298.94000006,98.67190626273954,785,C
KALAHARI SALT GRINDER REFILL 500g,5725.45,324.0,162.0,272,96983024.39000006,98.67773176078792,786,C
Clover Super M Strawberry 300ml,5706.63,365.0,109.5,291,96988731.02000006,98.68353810997057,787,C
Sauce-a-licious Prego 500ml,5638.16,161.0,80.5,145,96994369.18000005,98.68927479269009,788,C
BC - Mountain Dew 600ml,5593.95,406.0,243.6,278,96999963.13000005,98.69496649287221,789,C
Chilli Roll 500g,5591.97,124.0,62.0,111,97005555.10000005,98.70065617845528,790,C
RTE: 5 PC Chicken Wings,5570.61,192.0,48.86,28,97011125.71000005,98.70632413078798,791,C
BC - 7 Up 330ml Sugar Free,5566.49,780.0,257.40000000000003,556,97016692.20000005,98.7119878911267,792,C
Spice Mixed herbs Refill Box 10g,5498.85,393.0,0.0,339,97022191.05000004,98.71758282950591,793,C
Premium - Pork Fillet Zesty Citrus p/kg,5474.95,68.0,52.71,53,97027666.00000004,98.72315345025014,794,C
French Polony 12 x 500g,5433.9,23.0,138.0,19,97033099.90000005,98.72868230367564,795,C
Miami - Boerie Relish - With Garlic 450g,5431.7300000000005,245.0,110.25,168,97038531.63000005,98.734208949182,796,C
Deboned Jalapeno Thighs 1Kg,5425.62,65.0,65.0,52,97043957.25000006,98.73972937792057,797,C
Clover Cheddar Cheese Vacuum Pack 800g,5373.610000000001,41.0,32.800000000000004,35,97049330.86000006,98.74519688782244,798,C
Switch Iron Brew Canfloss Limited Edition 500ml,5333.82,478.0,239.0,334,97054664.68000005,98.75062391242321,799,C
Eskort Sliced French Polony 500g,5333.28,180.0,90.0,74,97059997.96000005,98.75605038758786,800,C
Eskort Mini Frikkadels With Arrabiata Sauce 600g,5329.85,75.0,45.0,55,97065327.81000005,98.76147337281577,801,C
Pork Sirloin Steak P/Kg,5324.6,66.0,45.55,42,97070652.41000004,98.76689101630376,802,C
Qualifresh Pork Spice 50g,5315.74,381.0,0.0,292,97075968.15000004,98.77229964496975,803,C
Crown National Peri Peri Seasoning Shaker 100g,5308.27,241.0,24.1,216,97081276.42000003,98.77770067310296,804,C
Sliced Cooked Gammon 125g,5269.69,246.0,31.36,154,97086546.11000003,98.78306244707889,805,C
Spath's Salami Mini kg,5205.97,68.0,15.68,67,97091752.08000003,98.78835938759447,806,C
Takis - Chop Stix Chilli 7g,5189.81,823.0,5.99,384,97096941.89000003,98.79363988572587,807,C
Takis - Salami 40g,5189.42,290.0,11.6,194,97102131.31000003,98.79891998704232,808,C
Eskort Bacon & Butternut Soup 600g,5157.48,102.0,61.199999999999996,73,97107288.79000004,98.80416759023063,809,C
American Hot Dog Regular  12 x 380g,5149.15,12.0,54.72,6,97112437.94000004,98.80940671785831,810,C
Valpre Sparkling Water 500ml,5124.22,431.0,215.5,324,97117562.16000004,98.81462047985246,811,C
Sauces Chilli MN Distributors 500ml,5082.83,203.0,101.5,189,97122644.99000004,98.81979212858667,812,C
Switch Mango Peach 500ml,5073.11,454.0,227.0,319,97127718.10000004,98.824953887471,813,C
Garlic Polony 24 x 250g,5060.02,23.0,138.0,21,97132778.12000003,98.83010232761713,814,C
Pig Cheeks Rindless P/kg,5055.66,114.0,198.34,69,97137833.78000003,98.83524633157546,815,C
Chicken and Cheese Viennas 500g,5051.42,83.0,0.0,26,97142885.20000003,98.84038602144291,816,C
Eskort Pork Rump Steak VSP p/kg,5015.03,97.0,43.94,50,97147900.23000003,98.84548868542173,817,C
Eskort Sliced Sandwich Ham 12 x 180g,5005.24,23.0,49.68000000000001,16,97152905.47000003,98.85058138832747,818,C
Farmers Deli Red Viennas 500g,5005.1,362.0,181.0,65,97157910.57000002,98.8556739487868,819,C
Crown National Peri Peri M/Club 375ml,5002.7300000000005,143.0,54.160000000000004,122,97162913.30000003,98.86076409783213,820,C
Spud Master Frozen Potato Offcuts 1Kg,4998.0,200.0,200.0,112,97167911.30000003,98.86584943422417,821,C
Spice Parsley Refill Box 10g,4994.9,357.0,0.0,302,97172906.20000003,98.87093161644597,822,C
Chicken Viennas 500g Combo Deal,4973.15,88.0,0.0,11,97177879.35000004,98.87599166860247,823,C
SAMOOSA MINCE 12s,4951.22,114.0,31.92,73,97182830.57000004,98.88102940754824,824,C
RTE: Sandwich - Russian & Polony & Egg,4906.14,188.0,0.0,79,97187736.71000004,98.88602127875401,825,C
Diced Bacon 25 x 200g,4903.15,9.0,45.0,9,97192639.86000004,98.89101010771172,826,C
Marinated Rib Burger Boneless Rib per kg RW,4891.45,2.0,72.0,2,97197531.31000005,98.8959870322205,827,C
Eskort Chicken Polony 20 x 80g,4835.83,38.0,60.800000000000004,25,97202367.14000005,98.90090736481048,828,C
RB - Oorspronklike Peri 250ml,4807.52,92.0,23.0,86,97207174.66000004,98.90579889270393,829,C
Tropika Juice Easy Mango/Peach 1Lt,4803.11,244.0,244.0,165,97211977.77000004,98.91068593353585,830,C
Clover Cheddar Pre packed 400g,4799.56,69.0,27.6,60,97216777.33000004,98.91556936233413,831,C
Tropika Juice Eazy Tropical Prisma 1 litre,4787.389999999999,249.0,0.0,162,97221564.72000004,98.92044040847054,832,C
Krush Juice 100% Orange 1.5Lt,4773.03,113.0,169.5,99,97226337.75000004,98.92529684367649,833,C
Kenny's Pork Crackling Sweet Chilli per kg,4763.6,127.0,16.99,114,97231101.35000004,98.93014368410007,834,C
Power Play Drink Original 500ml,4734.56,302.0,151.0,179,97235835.91000004,98.93496097707093,835,C
Crumbed Combo Deal,4695.27,54.0,0.0,37,97240531.18000004,98.93973829347777,836,C
Spice Barbeque Refill Box 50g,4689.95,335.0,0.0,288,97245221.13000004,98.94451019692153,837,C
Takis - Fruit Sticks 50g,4669.88,399.0,19.95,222,97249891.01000004,98.94926167965671,838,C
Eskort Chicken Sausage 12x350g,4624.3,10.0,42.0,1,97254515.31000003,98.95396678591474,839,C
Eskort Deli Smoked Viennas 1kg,4596.95,106.0,106.0,53,97259112.26000004,98.95864406425156,840,C
Chief Chicken Vienna 500g,4596.78,410.0,205.0,51,97263709.04000004,98.96332116961774,841,C
Tropika Juice Easy Orange 1Lt,4587.62,225.0,225.0,171,97268296.66000004,98.96798895491963,842,C
Takis - Cabanossi 40g,4568.9,254.0,10.16,168,97272865.56000005,98.97263769310324,843,C
Krush Mix Mango Passion 1l,4563.99,175.0,175.0,156,97277429.55000004,98.97728143548817,844,C
BC - Refreshhh 2Lt Grape,4553.22,353.0,706.0,305,97281982.77000004,98.98191421967523,845,C
RB - Groentrui Peri 550ml,4538.51,58.0,31.900000000000002,54,97286521.28000005,98.98653203681582,846,C
Reboost Pineapple 500ml,4494.02,421.0,210.5,346,97291015.30000004,98.9911045865262,847,C
BC - Refreshhh 2Lt Orange,4454.11,350.0,700.0,301,97295469.41000004,98.99563652883856,848,C
Tropika Juice Mango/Peach 2Lt,4451.65,148.0,296.0,122,97299921.06000005,99.00016596816423,849,C
Sauce-a-licious Sweet & Sticky 500ml,4439.47,138.0,69.0,128,97304360.53000005,99.00468301465328,850,C
KALAHARI SALT GRINDER 120g,4433.55,170.0,21.69,130,97308794.08000004,99.00919403769468,851,C
Cheddar Flavoured Full Cream Processed Cheese 200g,4412.88,108.0,21.6,76,97313206.96000004,99.01368402954296,852,C
Eskort Deli Burger Bacon 1kg,4399.54,46.0,46.0,35,97317606.50000004,99.0181604482845,853,C
BC - Refreshhh 2Lt Iron Brew,4354.16,335.0,670.0,306,97321960.66000004,99.02259069404376,854,C
Alb Sup White Sliced - 700g,4323.03,235.0,158.2,121,97326283.69000004,99.02698926582904,855,C
Eskort Bacon Spread 20 x 100g,4318.25,20.0,40.0,18,97330601.94000004,99.03138297408734,856,C
Spice Steak & Chops Refill Box 50g,4311.92,307.0,0.0,279,97334913.86000004,99.03577024173352,857,C
Fanta Orange 1.5L,4281.4,221.0,331.5,168,97339195.26000005,99.04012645606502,858,C
Bosveld - Wood,4268.85,89.0,712.0,65,97343464.11000004,99.04446990109446,859,C
Eskort Red Viennas 10 x 125g,4251.6,56.0,70.0,31,97347715.71000004,99.04879579469277,860,C
Krush Juice 100% Mango 500ml,4240.9,198.0,198.0,164,97351956.61000004,99.05311080131642,861,C
Iron Brew 440ml,4205.89,321.0,141.24,257,97356162.50000004,99.05739018616595,862,C
BC - Mirinda 600ml Orange,4161.81,302.0,181.2,233,97360324.31000005,99.06162472074973,863,C
Eskort Sliced Sandwich Ham 12 x 500g,4135.49,8.0,48.0,6,97364459.80000004,99.06583247541077,864,C
Kenny's Pork Crackling Kaiings Plain Per kg,4106.72,63.0,14.72,63,97368566.52000004,99.07001095733713,865,C
Spud Master Frozen Wedges 1.5Kg,4089.25,75.0,112.5,60,97372655.77000004,99.07417166398801,866,C
MCC CUT GREEN BEANS 1Kg,4088.13,87.0,87.0,63,97376743.90000004,99.07833123106772,867,C
Miami Fine Mango Atchar (Mild) 400g,4046.5600000000004,113.0,45.2,101,97380790.46000004,99.0824485017421,868,C
Combo Deal 13,4042.89,69.0,0.0,34,97384833.35000004,99.08656203828592,869,C
Chief Chicken Polony 10 x 750g,4029.2,20.0,150.0,1,97388862.55000004,99.09066164560701,870,C
Switch Lemon Ginger Immune Booster 500ml,4023.21,377.0,188.5,205,97392885.76000004,99.09475515825723,871,C
Soft Drink Coke Zero 500ml,4015.25,330.0,330.0,218,97396901.01000004,99.09884057181227,872,C
OF Legacy Marinade 500ml,3998.69,115.0,57.5,95,97400899.70000003,99.10290913599344,873,C
SAMOOSA CHICKEN 12s,3994.88,92.0,25.76,64,97404894.58000003,99.10697382359764,874,C
Super M Vanilla 300ml,3993.8,266.0,79.8,209,97408888.38000003,99.11103741232964,875,C
Clover UHT Numel 1L,3966.5899999999997,326.0,326.0,220,97412854.97000003,99.11507331558681,876,C
Power Super Maize Meal 10 Kg,3959.6499999999996,36.0,360.0,33,97416814.62000003,99.11910215757256,877,C
Renown Liverspread 250g,3935.45,294.0,73.5,226,97420750.07000004,99.12310637668101,878,C
Red Viennas 250g Combo Deal,3860.2599999999998,74.0,0.0,19,97424610.33000004,99.12703409189925,879,C
Crown National Chicken Spice Shaker 100g,3851.69,218.0,21.8,193,97428462.02000004,99.13095308736301,880,C
Spath - Cabanossi P/kg,3843.9,96.0,17.78,80,97432305.92000005,99.13486415670222,881,C
Shoulder Ribs P/Kg,3807.04,50.0,83.36,17,97436112.96000005,99.1387377219399,882,C
MCC CUT CORN 1Kg,3783.1200000000003,88.0,88.0,69,97439896.08000006,99.1425869491931,883,C
Festive Pork Loin Bone-in Roast,3749.4700000000003,27.0,40.05,26,97443645.55000006,99.14640193843717,884,C
BEST KOTA,3710.33,421.0,91.25,220,97447355.88000005,99.15017710373839,885,C
Chilli(Pepper) Loaf 4 x 2.5kg,3687.29,6.0,60.0,5,97451043.17000006,99.15392882643246,886,C
Switch Energy Naartjie Grape 500ml,3673.21,325.0,162.5,208,97454716.38000005,99.15766622308885,887,C
Cold Meat Loaves Selection P/Kg,3670.6,240.0,205.82,103,97458386.98000005,99.16140096413739,888,C
RTE: Chicken Hearts P/Kg,3669.77,54.0,48.160000000000004,49,97462056.75000004,99.16513486068229,889,C
Clover Full Cream Milk 1 Lt,3660.2599999999998,174.0,174.0,144,97465717.01000005,99.16885908104689,890,C
CHIP 'N DIP CHEESE FLAVOURED 250ml,3653.36,113.0,28.25,106,97469370.37000005,99.17257628083905,891,C
RTE: Two Piece Chicken & Chips 200g,3629.6,106.0,35.0,42,97472999.97000004,99.1762693054426,892,C
Eskort Footlong Chilli Cheese Russian 6 * 1Kg,3625.6,9.0,54.0,5,97476625.57000004,99.17995826014906,893,C
Eskort Deli Marinated Rib Burger 500g,3608.0099999999998,83.0,41.5,39,97480233.58000004,99.18362931748317,894,C
Eskort Dice bacon 200g,3599.17,92.0,0.0,32,97483832.75000004,99.18729138034475,895,C
Tropika Juice Orange 2 Lt,3583.25,115.0,230.0,97,97487416.00000004,99.19093724501596,896,C
Clover Milk Long Life Low Fat 6 x 1 litre,3564.9300000000003,41.0,246.0,31,97490980.93000005,99.19456446955861,897,C
Renown Red Vienna 1Kg,3564.6,74.0,74.0,53,97494545.53000005,99.19819135833473,898,C
Onion 10Kg,3509.99,41.0,410.0,2,97498055.52000004,99.20176268284105,899,C
Crown National Spare rib M/Club 375ml,3501.4500000000003,101.0,38.3,92,97501556.97000004,99.20532531811716,900,C
Sauce-a-licious Lemon & Herb 500ml,3490.7400000000002,108.0,54.0,98,97505047.71000004,99.20887705624382,901,C
